score;content;label
2;Aplikasi yang bagus dan mudah melamar kerja tetapi sedikit sekali panggilan kerjanya kenapa ya? Sekalinya dipanggil interview itu harus beli tiket traveloka semacam penipuan;negatif
5;Platform yang bagus untuk para profesionals;positif
5;saya kasi 5.buat pencari kandidat.oke d1 s1.kebanyakan yang di pinta.nah kali modal pengalaman bagai mana..itu justru lebih membantu tanpa bayak teori..smk contoh.kalo mereka punya pengalaman kenapa.harus sampe diplomat.yah saya rasa itu aja.buat pembuka lowongan..kebanyakan php;negatif
5;sangat berguna dan membantu dalam mencari pekerjaan ðŸ¥°ðŸ¤—, knpa gak dari dulu aja ada ini;positif
4;Lowongannya lumayan lemgkap, namun sayang kebanyakan membutuhkan pengalaman minimal sekian tahun. Tapi linkedin ini lebih juara daripada aplikasi serupa.;positif
5;Semoga ajbdengan ada aplikasi Linkedln mempermudah mencari pekerjaan yg sesuai good;positif
4;"Pengalaman kerja saya lebih dari 25thn di bidang persepatuan khususnya sepatu merk ""NIKE"" usia menjadi kendala buat saya untuk dapat kerjaan kembali, akan tetapi semangat kerja masih tetap muda walaupun usia sudah kepala 5 semangat masih kepala 3. Hehe,,,hehe,,,,";netral
1;Dulu suka bgt sama aplikasi ini, tapi nth kenapa bukannya kinerjanya tambah bagus malah nambah menurun. Permasalahan login dan aplikasi yang sering tidak dapat dibuka sungguh itu mengganggu pengguna banget ðŸ˜­;negatif
1;Untuk login dan koneksi ribet;negatif
4;good apps, mau nanya apakah bisa memasukkan sertifikasi/webinar. utk update profile. jika belum baiknya ada data sertifikasi. trims;negatif
2;Akun saya sudah bisa digunakan, lalu sekarang saat saya mencoba login akun saya di nonaktifkan, padahal saya belum upload apaÂ² karena baru buat dan baru menggunakan, tolong di benahi hal seperti ini, saya membutuhkan aplikasi ini;negatif
5;Semakin luas dan tetap beruntung terhubung terlindungi privasi saya dengan lebih baik lebih aman lebih memuaskan;positif
5;Linkedin sangat bermanfaat uk kami para profesional2 pekerja dan informasi-informasi yg berikan tentang dunia pekerjaan, informasi business sangat update...ðŸ‘ðŸ‘ðŸ‘ðŸ‘Œ;positif
1;Pas login disuruh verifikasi chaptca, verifikasinya udh bener malah disuruh verifikasi sampe 4 kali. Verif aja trus ampe kiamat;negatif
5;Sangat membantu untuk mencari rekan kerja dan mencari kerja;positif
3;aplikasi ini bisa memperbaiki fb akun yg lama lupa kata sndi langsung bisa di pkek lgi akun nya krn aplikasi ini...?;netral
1;Entah kenapa LinkedIn sejak Kamis kemarin (14/11/2024) untuk fungsi filter pencarian mulai ngaco (tidak sesuai) yang di munculkan malah berita/info dari pengguna orang India/luar negri lainnya. Gak tau deh ini termasuk di hack atau engga, sekelas LinkedIn loh masa sereceh ini bentukan aplikasinya, yang notabenenya banyak user professional. Segera diperbaiki untuk LinkedIn teruntuk bagian mesin pencari (search) agar memfilter sesuai dengan pencarian kita. Secepatnya pleasee..........;negatif
5;Sangat bagus, walau pun ada perbedaan dengan versi web, tapi kinerja tetap optimal.;positif
1;"Aplikasi sampahhhhh, akun tiba"" hilang. Tolollll";negatif
5;Hanya based premium yang bisa di respon baik oleh owner perusahaan , based reguler sangat tidak di artikan , saya kurang rekomendasi untuk yang benar benar cari kerja;negatif
5;Linkedln bermanfaat dan berguna guna saat kita memakainya Semoga bagi pemakai semoga dapat bermanfaat;positif
5;Platform yang bukan saja sebagai pencari pekerjaan, tetapi juga sebagai wadah connecting all the people on the world. Kita bisa berinteraksi dgn sesama pengguna, posting informasi2 penting yg mungkin dibutuhkan oleh orang lain. Saling berbagi informasi pekerjaan. Awesome ðŸ‘ðŸ‘;positif
1;susah bgt loginnya minta kode ga muncul nebak gambar pas akhir salah mulu pdhl jawaban sebelumnya bener;negatif
2;aku di suruh bikin akun LinkedIn tapi di paksa harus punya KTP baru bisa login. tapi aku masih SMK, masa nunggu 2 tahun lagi biar bisa buat akun. please LinkedIn buat biar gak ada verifikasi id kalo umurnya belum 17+;negatif
1;Saya kembali install app ini karena ada keperluan kerjaan. Saya login dengan alamat email dan password yg sesuai, diminta input kode verifikasi dan verifikasi keamanan (gambar/audio) berkali-kali tapi tetap tidak bisa masuk. Gimasih ðŸ˜ª;negatif
1;"Gk jelas in akun saya tiba"" di nonaktifkan sampai sekarang gk bisa masuk gk jelas knpa? Tolong dong admin ini di bantu, respon nya lama dan proses nya";negatif
1;"Gmn aplikasinya kok habis di update malah keluar"" mulu kalo dibukaðŸ˜’";negatif
3;Mohon untuk pihak LinkedIn,aku naikin bintang nya jadi 5 kalo bahasa kuis keahlian bisa bahasa indonesia di semua versi android (dibawah android 13);netral
5;Aplikasi yang sangat membantu untuk mendapatkan pekerjaan, thankyouu LinkedIn~;positif
1;Mohon kembalikan uang saya yang sudah di garik dari pihak anda melalui google play ke shopepay saya, saya tidak melakukan konfirmasi apapun terkait pembelian berlangganan di aplikasi ini. Tetapi apk ini telah mengambil dana dari shopepay saya tanpa konfirmasi dari pemilik akun. Saya juga sudah mengajukan klaim berkali lali tapi tidak ada jawaban dari anda. Mohon bantuanya.;negatif
1;ga ada angin, ga ada hujan tibaÂ² akun saya di batasi padahal gak pernah buat anehÂ² malah ingin cari kerja. mau verifikasi ribet bgt dan juga sistem UI nya makin berat, nyusahin org;negatif
5;Mudah dalam mendapatkan informasi kerja.;positif
3;LinkedIn bagus untuk lihat peluang karier, tapi kadang saya gak ngerti gimana cara apply-nya;netral
5;Salah satu aplikasi yang sangat bermanfaat untuk mendapat pekerjaan, mengupgrade portfolio dan lainnya;positif
4;Bagus sekali, mohon agar dipermudah saja settingannya untuk melamar pekerjaannya;positif
2;Kadang-kadang LinkedIn bantu banget sih buat dapet informasi tentang perusahaan;netral
1;Lah ini gimana dah padahal udh buat akun malah gak bisa masuk;negatif
1;Terlalu berat kagak ada loker;negatif
5;Sangat puas dengan berbagai rancangan untuk masa depan yang lebih maju;positif
1;Gak jelas dibuat verifikasi KTP terus Udah kirim foto KTP 3x tetep ajah gak bisa masuk. Niatnya ngehindarin hack yang ada malah nyusahin;negatif
1;Ampun login Mulu harus brpa kali sih heran verifikasi trus tambah gak jelas nih aplikasi;negatif
5;Nyoba dulu siapa tau ada kerjaan yang pas Terimakasih Linkedln udah ngebantu nyariin pekerjaan pokonya aplikasi ini sangat bermanfaat jangan lupa lebih di tingkatkan terus aplikasi nya ðŸ˜Š;positif
5;Sosial media baik dalam mencari pekerjaan ataupun sharing pengalaman apapun seputar pekerjaan yang sangat simple dan inovatif. Cool! ðŸš€âœ¨;positif
5;Salam sehat semuanya... Sangat membantu pemula yang ingin memulai belajar Terimakasih;positif
5;LinkedIn sangat berguna untuk menambah jaringan pengetahuan dan informasi dalam suatu pekerjaan atau komunikasi.;positif
5;Kurang luas untuk jaringan loker aja sih selebihnya bagus;netral
5;bagus sih, Cuma susah login;netral
3;ini kenap aplikasi nya setelah di update malah di bagian sumarry deskripsi job and fill requerment malah jadi blank hanya mucul review titik2, tolong di repond.;negatif
5;Sangat bermanfaat dan membantu untuk mencari rekan kerja;positif
5;Pada saat login tidak ada kendala, semua nya bagus..;positif
1;Habis di update kenapa malah crash gak bisa masuk ke LinkedIn sih. Udh dicoba beberapa kali tetep aja gak bisa masuk ke home;negatif
1;CAPTCHA NYA ASU EMANG. NGASIH KEAMANAN YANG BECUS DIKIT NAPA. NYURUH NYARI GAMBAR TERTENTU, GAMBARNYA DOBEL, APA APAAN!!!;negatif
1;aplikasi ga jelas verifikasi susah skli ga jelas ga jelas ga jelas ihhhhh sebel org udah bener malah salah salah muluuuu org gambarnya udah bener di pilih menghadap ke atas malah salahhhhhhhhhhhhhh;negatif
3;Gabisa login karena security check. JelasÂ² jawaban udah bener sesuai instruksi. Makin aneh ini aplikasi;negatif
5;saya sangat puas dengan pakai apk ini makin di update makin lebih bagus dan makin berkembang dan makin keren the best;positif
4;Update di LinkedIn bisa membantu sih, tapi kadang agak bingung sama feedback-nya;netral
1;gajelas suruh verifikasi tp gabisa lolos2, alasan nocaptcha ga valid terus, apalah dia apalah;negatif
1;Mau hapus akun aja ribet banget. Mengulang dialog yg sama sampe 10 kali. ðŸ˜’;negatif
5;Pentingnya koneksi dalam hidup bisa di realisasikan di sini.;positif
5;Sangat membantu dalam dunia kerja;positif
5;Sudah semakin baik dapat memberikan kemudahan baik komunikasi atau menyeleksi yang gabung di Linkedln , terus update agar konsumer dapat mencapai tujuannya.;positif
1;Verifikasi dengan pesona Selalu keluar sendiri tiba tiba, mohon untuk diperbaiki;negatif
5;Menambah ilmu, memperluas jaringan, banyak peluang baru yang bisa dimasuki, menambah motivasi;positif
5;Muhamad maryontong tinggal di Cipinang pasar burung kebembem .amajing ok;positif
5;Linkedin luar biasa mengenal berbagai macam karakter orang..dari situ kita jadi banyak belajar...linkedin mantap pisan;positif
5;Udah pake aplikasi ini dari lama utk di Dunia Kerja, semoga bermanfaat & barokah aja.. Tks_Ajkh:) ðŸ‘;positif
4;Saya udah coba update profil, tapi masih jarang yang lihat;netral
1;Fiturnya sulit di pahami. Udah ngatur lokasi jambi, tapi tetep aja yang muncul loker dari kota lain.;negatif
1;"login disuruh nyelesain captcha padahal udah bener tapi disuruh ulang terus sampe berkali""pun sama";negatif
5;Aplikasi Bagus dan Bermanfaat Untuk Mencari Lowongan Kerja Yang Sesuai Minat,Keahlian dan Bakat Kita Masing Masing Aplikasi Ini Mudah dan Gampang Digunakkan Kalo Mengerti Cara Menggunakkan Tools Tools Yang Ada Di Aplikasi Ini Secara Baik;positif
3;Banyak orang di LinkedIn yang koneksi cuma buat tambah teman;netral
3;Lamannya lambat postingan baru malah gk keliatan, postingan lama stay di awal, jadi harus scroll bawah baru bisa liat postingan baru, itupun acak;negatif
1;kenapa akun saya non aktif? padahal sudah verify dgn upload ktp. tapi selalu gagal. mohon pencerahan ny;negatif
1;Verifikasi bolak balik doang, ku kira pakai klik akun langsung login malah verifikasi lagi... hatiÂ² deh kalau lupa password emang nih suka logout sendiri walaupun di aplikasi sendiri;negatif
1;Gk jelas banget, gk ada badai gk hujan tiba2 disuruh login ulang, verivikasi keamanan, mana ulang2 mulu dah selesai kemabali lagi verifikasi, mana gambar nya gk jelas Aplikasi gede kok kayak gini;negatif
5;aplikasi sangat membantu dlm mencari teman dan pekerjaan;positif
5;Semangat buat pencari kerja di Linkedln âœŠï¸âœŠï¸;netral
5;Bagus sih mudah cuma saking byk alpkasi yg di gunakan ribuan jadi TDK meningkat nya yg jelas bagus donwan dan instan lah;netral
5;Sangat bagus untuk jajaring komunikasi dengan banyak relasi, menambah pengalaman, menambah wawasan dan bisa menjadi inspirasi di berbagi bidang;positif
3;setelah update kok enggak bisa liat profil dan status feed;negatif
5;Selamat datang kembali untuk permainan Semuanya yang terbaik dan benar;positif
5;Sangat bermanfaat..;positif
5;Aku tak bisa ikuti di Indonesia ini berhubung umur dah tua he kata orang India he.tapi bagi yg muda Insyaallah sangat bagus mau bergabung soal bisnis pasti Good;positif
5;Aplikasi ini sangat membantu bagi para pejuang Pencari kerja. Sangat bagus;positif
3;Pemeriksaan captcha berulangkali sehingga saya tidak bisa login;negatif
1;Bangkrut?? Udah banyak dapet uang dari iklan sekarang tinggalin apk gitu aja;negatif
5;Sangat berguna untuk mencari pekerjaan yang lebih baik dan menambah teman-teman yang berpengalaman;positif
5;Terimakasih sudah mengembangkan aplikasi yang menjadi sarana penghubung untuk pencari dan pemberi kerja. God bless you.;positif
1;Kok loding buat nginstal nya gak jalan ya padahal memori aku gak penuh tapi tetep aja loading nya gak bisa kenapa ya data ku udah terisi pun udah nyala tolonv dong;negatif
5;Sarana yang tepat untuk belajar, menjadi professional serta mendapatkan pekerjaan;positif
1;susah bgt mau daftar juga disuruh milih gambar kuda puluhan kali ttep aja salah dipermudah dong jgn jyk gini jadi males;negatif
5;Sangat membantu dalam mencari pekerjaan dan menambah relasi;positif
5;Superindo oke dlm ragam barang nya dan harga nya cukup santai utk belanja ya;netral
4;Kata bahasa jawa juga penting,karena bahasa khas budaya harus di jaga dan di lestarikan.;netral
5;UI nya sedikit membingungkan untuk awal menggunakan;negatif
5;aku belum masuk berkerja LinkedIn masuk sekolah aku di Banyuwangi selatan mbak;negatif
5;Bintang yang berbicara, tpi kok harus berbayar sih min;netral
4;LinkedIn itu kadang bantu banget buat cari pekerjaan, tapi kadang lama juga prosesnya;netral
5;Saya suka lihat siapa yang lihat profil LinkedIn saya, tapi kadang gak ada feedback;netral
4;Pada Apikasi LinkedIn tiba tiba akun saya logout sendiri. Pada saat log in lagi pas verifikasi manusia ketemu gambar katak putih susah sekali memverifikasi nya. Saran saja kenapa ga di ganti aja format verifikasi manusianya jangan pake gambar katak:'( tolong pulihkan akun LinkedIn saya, saya tidak bisa login;negatif
5;Bisa menambah wawasan, membuka lahan bisnis dan mencari pekerjaan, membangun koneksi dengan seluruh pengguna Linkedln di seluruh dunia. MantapðŸ‘;positif
5;Dapat diandalkan memuat, atau menemukan berita menguntungkan lainnya;positif
2;bintang dua duluy, saya gak bisa upload foto padahal size y sudah di kecilkan;negatif
5;LinkedIn keren dgn updatean baru.. Bisa melihat orang hebat dan banyak lowongan pekerjaan nya;positif
1;Tidak berfungsi seringnya gagal masuk padahal hp mulus sinyal bagus,;negatif
5;Sangat bagus aplikasinya bisa mendapatkan informasi lowongan kerja disini dengan cepatðŸ˜;positif
5;Aplikasinya keren, mudah untuk informasi dunia lowongan kerja;positif
1;ini kok saya ga bisa login, akun saya di tangguhkan dan diblokir, akun saya di pake sama orang lain, tanggung jawabnya mana ni pihak linkedin?!, keamanannya ga ada buat data pribadi.;negatif
1;mau daftar di persulit,saya sudah melakukan verifikasi menggunakan code dari SMS bahkan sudah melakukan chapca,tapi apk LinkedIn meminta verifikasi berulang yang hingga saya tidak bisa mendapat lagi code verifikasi menggunakan nomor hp saya;negatif
1;Muncul notif Kode noCAPTCHA tidak valid meski udah berulang kali verifikasi. Alhasil gabisa login. Aplikasi yang payah.;negatif
1;Manah kata nya Linkedln tuh aplikasi pencari kerja tapi mana gua udah melamar di linkedln belum di terima terima;negatif
5;sangat baik. Mudah digunakan;positif
1;Mau login susah woi itu gambar badak lo benerin;negatif
1;"ngelag bgtt tiba"" keluar sendiri, mau upload foto ga bisa";negatif
5;Aplikasi sosial untuk menambah relasi di dunia kerja, ilmu, softskill dan masih banyak lagi;positif
5;Sangat profesional sekali untuk Aplikasi ini. Sangat membantu untuk orang yang ingin tahu ilmu semua jenis pekerjaan. Karena isi didalam jaringan sosial ini,adalah orang-orang penting dan banyak yang baik hati. Orang-orang yg profesional dalam bidangnya masing-masing. Saya salah satunya,orang yang mendapatkan pekerjaan melalui aplikasi ini. Kita bisa menjalin hubungan baik dalam hal profesi,pekerjaan. Sukses selalu untuk Aplikasi LinkedIn dan sehat selalu untuk semua team work nya.;positif
3;Memang banyak lowongan tapi semua lowongan harus buka website lain lagi, kadang ada yg minta login padahal kan blm punya akun disitu. Alhasil ga bisa ngelamar, udah isi resume yg baik tp kalo ga bisa ngelamar lgsg dari aplikasi ya percuma juga.;negatif
3;mohon diperbaiki aplikasi nya, mengakses di web bisa kalo di aplikasi gak bisa kan aneh saya pake android versi 7 sekian terimakasih.;negatif
3;Saya pengen mencoba dulu aplikasi ini ya nanti baru di coment yg benar ok...?? Thx linkedln...ðŸ‘ðŸ‘;netral
1;Mau login dipersulit makin aneh ini aplikasi linkedin;negatif
1;Aplikasi kontol, gua udah punya akun bangsat mau masuk kagak bisa gimana caranya, suruh recapcha trus ttep gak bisa masuk anjing, gak usah di download gak guna;negatif
1;Masa kemarin lancar-lancar aja besok nya di suruh login dengan metode yang rumit banget!!!;negatif
1;Aplikasi rusak, disuruh vefikasi gambar, tapi gagal mulu. Tolong dong diperbaiki aplikasinya;negatif
5;Linkedln Aplikasi yg baik...membantu banget buat para pencari kerja maupun buat para pekerja untuk membangun komunikasi dengan baik;positif
5;Interface-nya bagus, sederhana dan mudah dimengerti. Cuman fitur tambahannya cukup membingungkan, perlu disederhanakan. Terus banyak job posting yang fake dan scam gitu;negatif
4;Aplikasi bagus buat para pekerja menjalin relasi dan mendapatkan pekerjaan.;positif
1;Heiii apa apaan si ini, tiba tiba di suruh login ulang padahal saya tidak pernah mengeluarkan akun saya, udah buat verifikasi tapi selalu di ulangÂ², tolong lahh aplnya d perbaiki lagi, nggak jelas banget tau nggak..;negatif
5;Aplikasi yang sangat kaya dan berguna buat berjejaring dan berinteraksi dengan sesama profesional di industri dari seluruh dunia.;positif
5;Mudah dalam ber interaksi ke seluruh penjuru dan tambah banyak kawan;positif
1;Memang aplikasi tolol, masuk ke akun sendiri aja susahnya minta ampun. Segala verifikasi, dibatasi, entahlah.;negatif
5;Masih ada orang jahat yang posting PT;negatif
5;Suka sekali, sebuah aplikasi yang memberikan manfaat yang besar, dapat berkenalan dengan para praktisi ahli dan profesional di berbagai perusahaan dan berbagai bidang bisnis. Terimakasih;positif
1;jelek, verifikasi 1000 kali... masih juga gagal log ini.;negatif
5;Sangat berguna untuk mencari kerja dan mudah di gunakan, semoga kedepannya lebih berguna;positif
3;Ini khusus orang-orang yang pro di bidangnya saja. Untuk lulusan SMA/SMK tidak rekomen pake aplikasi ini.;netral
4;Bagus infonya dg banyak teman yg rata2 profesional carrier dan pemikirannya...good very good;positif
5;sangat bagus dan membantu saya dalam mendapatkan informasi atau kabar terbaru....cukup2 bagus buat saya good joobs...;positif
5;Aplikasi yang membantu untuk saling share, membuat dan menerima lowongan pekerjaan, menambah knowledge mengenai dunia kerja dr berbagai macam disiplin ilmu, berbagai bidang pekerjaan dengan cakupan yang sangat luas, serta dapat terkoneksi dengan para profesional di setiap bidangnya. .;positif
5;Aplikasi yang sangat membantu profesional membangun koneksi dan jaringan baru, sukses terus linkedIn..;positif
5;Aplikasi yang sangat bagus Sangat membantu untuk para profesional Aplikasi yang memudahkan untuk pencari kerja juga yang mencari pekerja;positif
1;Ga jelas tbÂ² logout sendiri,,;negatif
5;LinkedIn merupakan alternatif utk bersosialisasi dan pencarian kerja yg dpt diandalkan;positif
5;Aplikasi LinkedIn ni sangat bagus untuk di pakai tugas tugas seperti ppt dan lain-lain.;positif
5;saya nyaman menggunakan linkedln banyak koneksi baru, memberi saya tantangan dan membuat saya percaya diri dengan mempromosikan diri saya... semoga lebih baik lagi kedepannya...;positif
1;Login susah sekarang, email dan password sudah benar dan captcha juga benar tapi gak bisa login;negatif
5;sangat cocok digunakan bagi yang ingin dicapai dengan berjalan sangat cepat;positif
2;kenapa linkedin sekarang sering error? buat akun malah sering no-captcha? tolong perbaikin;negatif
4;Aplikasi linkedin memberi kemudahan saya dalam mengenalkan profil dan profesi saya ke perusahaan yang mencari profesi yg selaras. Terima kasih linkedin.;positif
2;Mau verifikasi aja berjam-jam gk tau yg salahny mana Bagaimana ini gk bisa verifikasi;negatif
1;Apk gajelas... Huhhhhhh langsung delete aja.. gabergunaðŸ˜…ðŸ˜…ðŸ˜… masa regristrasi aja gagal Mulu.. jawabanya akun anda sudah ada yg pakai... AnehðŸ¤ª;negatif
1;Jelek bgt suka ngebug di bagian chapchanya sampai berulang2 kali nggk bisa terferivikasi.;negatif
5;Sangat membantu dalam membentuk jaringan bisnis dan informasi dari seluruh dunia.;positif
5;Salah satu jejaring sosial yang sangat profesional dan diakses hanya orang-orang kalangan profesional saja dan sangat aksessibel untuk profesional muda Disabilitas Sensorik Netra;positif
5;Gimana mau login, verifikasi nya eror, udah sekian lama gak ada tindak lanjutnya.;negatif
4;Saya hanya bisa mengikhlaskan akun pertama linkedin saya dan memulai lembaran baruâ¤;netral
5;Sangat bermanfaat dan membantu untuk mencari lowongan pekerjaan yg baik dan bagus;positif
5;Aplikasi professional yang menghubungkan pencari kerja Dan pemberi kerja, saat ini sudah menjadi ajang diskusi berbagai hal terkait Pekerjaan, Political, social, budaya dll, yang pastinya aplikasi ini mendatangkan aura positive Dan sangat bermanfaat untuk di ikuti;positif
1;Sekarang linkedin kacau, banyak banget scammer asal india yang buka lowongan kerja, gue ketik kolom pencarian bagian (postingan) lowongan video editor indonesia, yang keluar malah orang india yang buka lowongan kerja ! Risih woy, tolong lah perbaiki algoritma kolom pencarian nya trutama untuk bagian (postingan) agar pas di ketik seseorang dari negara manapun sesuai dengan domisili asal negara orang tersebut tinggal !! Bukan ngasal gini, tinggal di indonesia malah yang keluar loker india !!;negatif
3;ada lowongan yang kebenarannya diragukan. mohon d kroscek kebenarannya. padahal sekelas perusahaan besar seperti freeport. setelah saya check itu semacam penipuan.;negatif
4;tolong tambahkan desktop mode(fullscree) untuk pengguna tablet;netral
5;Tampilan Nya bagus, jaringan terperdaya, cocok yang ingin punya relasi bermutu.;positif
1;tidak bisa log in dengan email dan nomor ponsel, kofe verification tidak oernah di terima, buruk sekali. sudah di coba puluhan kali tetap tidak bisa, baik itu pakai browers atau aplikasi. ini sangat buruk sekali;negatif
1;Saya buka kembali akun saya malah ga ada alias hilang padahal email dan sandi yg masukkan juga udh benar, namun selalu minta verifikasi terus;negatif
5;Koneksitas lebih mudah dan eksklusif...good aplikasi.;positif
1;Udah login berkali-kali malah dapat security check kode chapta yang makin bertambah banyak lah gimana ceritanya mau cari kerja aja dipersulit gini;negatif
1;Hasil di kotak pencarian banyak yang tidak sesuai dengan kata yang ingin dicari. Ini buruk sekali, padahal sebelumnya tidak ada masalah.;negatif
5;Terimah kasih Appk ni sangat membantu mencari inpormasi Semoga bermanfaat bagi kita semua Saya sangat suka good;positif
1;Ketika pendaftaran,verifikasi selalu salah gambar yang manapun dipilih tetap bakal salah,mohon perbaikannyaðŸ™;negatif
5;Saya sangat suka karena di sini saya bisa menginfokan berbagai hal seputar skill, pengalaman, dan lainnya. Isi yang ada pada CV bisa diurutkan dengan rapi dan jelas di sini. Juga bisa terhubung dengan industri maupun perusahaan yang diminati;positif
5;informasi dan komunikasi tidak bisa dipisahkan dari sosmed semoga lebih baik lagi;positif
1;Sebenarnya gak mau saya kasih bintang soalnya di banned mulu padahal tidak ngelanggar apapun, menyusahkan;negatif
1;Aneh ni apk banyak error, mempersulit gw pengen verifikasi aja susah nya minta ampun hadehhhhh!!!!;negatif
1;"HATI"".. Akun mudah di hack dengan cara menautkan email yg lain. Sedangkan saya tidak pernah menyetujuinya. Akun email saya tidak dapat diakses kembali karena sudah berganti dengan akun email yg lain, namun masih menggunakan data diri saya di LinkedIn.";negatif
1;Verifikasi gambar yang selalu error, akhirnya tidak bisa login walaupun credential sudah sesuai;negatif
1;Kacauu malah gabisa buka profil, selalu forced close;negatif
5;Sangat membantu dalam mencari lowongan pekerjaan,mudah digunakan,pertahankan lagi âœ¨;positif
5;Sangat bagus dan terbantu seluruh umat di dunia ini, nice apk;positif
1;Coba akses lagi akun, sudah ada fitur verifikasi KTP. Tapi di coba selalu gagal. Tetap akun dak bisa di akses;negatif
1;Aplikasi penguras kesabaran;negatif
5;Aplikasi yang bagus bila ingin berkenalan dam membangun relasi dengan para profesional dan mencari pekerjaan.;positif
3;tiba-tiba akun ke log out sendiri, login lagi suruh verifikasi bolak-balik diputer-puterin. kesel!!!!;negatif
5;Rekomendasi bgt buat yang mau banyak koneksi dan cari informasi loker sangat membantu ðŸ‘;positif
5;"Saya sudah lansia saya tidak bisa kerja lagi, saya suka main gim, semua gim yang katanya dapat uang tapi bohong semua, banyak iklan maksa lagi, dapat hadiah uang berlimpah, di klaim saat ditarik, ujung""nya bayar sekian dana tidak cukup, emangnya aku instal gem gak pake kuota apa, aku yang ninton iklan pemilik gem yang dapat duit, aku yang bangkrut. Instal gem hapus lag, biar gak menuhi penyimpanan HP KU.";negatif
5;Sangat berguna bagi saya untk terkoneksi dgn semua teman/relasi dan bermanfaat jika sdg butuh loker;positif
1;Saya kasih bintang 1 padahal email yang saya daftarin sama pas saya pembaruan tibaÂ² egk bisa masuk.;negatif
5;Aplikasi yang sangat membantu dalam mencari kerja, dan sudah 2x dapat pekerjaan dengan lingkungan sekaligus salary yang kompetitif dari LinkedIn.;positif
5;aplikasi bagus banget buat nyari loker, membantu banget. khususnya buat fresh graduate dan anak muda Indonesia.;positif
5;kok linkedIn punya ku tulisan china ya apa karena aku update store bukan playstore ya ini akh.coba nonaktifkan dan hapus versi baru balik ke model lama bisa apa ga ...;negatif
1;Info loker untuk lulusan SMA yang tidak memandang fisik karena yang dipandang itu kinerjanya... Pengalaman terakhir saya : kerja kelompok;netral
1;Apk ga guna sialan, buat yang nyari kerja di Keama dimulai dengan memaha veloper mengumpulkan apk ini jgn asal2an daftarin akun google a dapat kalian yang udh ketaut sama akun google Developer membe informasi ini dan dapat memp nya dana atau apk bank lainnya, kalo kalian salah daftarin saldo dana kalian bakalan di ambil sama yang bikin apk brengsek ini, cari kerja bikin apk Kya gini malah seenaknya ambil duit orang tanpa ijin sampe kena 1jt namanya pemerasan itu.;negatif
1;Apa apaan ini,ga ada pernah install apk nya tapi diminta bayar langganan? Maksud nya gimana ini? Ini mau meras apa gimana? tolong lah;negatif
1;Gak jelas, capek2 bikin akun. Setting sana sini. Tiba2 di batasi tanpa alasan yg jelas. Ajukan banding di tolak. Aneh.;negatif
5;Masih bingung pengoperasiannya.terbiasa di app KitaLulus dan jobstreet... Lulusan SMA kok susah ya nyari loker di PT besar;netral
3;Aplikasi ini sangat simple dan mudah di gunakan. sangat membantu untuk koneksi masalah pekerjaan..;positif
4;Betapa sulit usaha cari uang;netral
1;Ga jelas, mau login susah bgt. Akun di batasi segala, padahal akun gw gak pernah ngapa2in;negatif
1;Mau login aja sekarang ribet;negatif
5;"Aplikasi dan kontennya cukup terawat dari ""penyakit online"" iklan yg tidak terkontrol.";positif
3;Kenapa akun saya mendapatkan pesan akses dibatasi ya? Sudah verifikasi id pakai KTP, isi captcha berulang (ulang terus) tapi masih ngga bisa log in. Pakai g-mail ataupun Facebook juga tidak bisa..;negatif
5;Sangat baik. Sangat membantu untuk memperluas jaringan pekerjaan;positif
5;Cepat prosesnya;positif
1;Sangat membantu aplikasinya cuma dikit2 update. Saran saja kalau mau update dibikin sekalian jangan sebentar sebentar update. Kesannya malah kyk labil.;netral
5;Saya sudah download LinkedIn tapi aplikasi nya tidak muncul dilayar kerja hp saya.. apakah download ulang uninstal dulu kah takut data yg saya masukan terhapus.. mohon masukannya;negatif
2;Maaf ya knp ini linkedin bermasalah sekali??mau up sampul profile tpi ga sesuai formatnya..malah bentuk bulat? Tolong dong developer diperbaiki agar semua device tidak ada masalah atau minimal dikurangi permasalahannya. Terimakasih;negatif
5;Sangat mudah digunakan sebagai upaya untuk kerja penuh waktu ataupun kerja paruh waktu;positif
1;ganti hp, pas login ulang linkedin emailnya ga ada yg terhubung aneh bgt jadi gabisa login/ganti password;negatif
5;Aplikasi yang bagus, sangat membantu terutama jika mau kerja keluar negeri.;positif
5;Cepat mendapatkan informasi lowongan pekerjaan.;positif
1;Aplikasinya rumit untuk verivikasi, saya hapus akun, kenapa tidak langsung terhapus ya. Sangat tidak professional app ini.;negatif
1;Menyusahkan. Perkara lupa nulis password, akun baru bikin kena suspend. Opsi login pakai akun google juga tidak bisa. Ketika mau ganti password prosesnya ribet pakai KTP, walau sudah dijalani masih saja tidak bisa reset password. RIP akun universitas, bagus ! Tugas saya tersendat.;negatif
1;Kenapa akun saya hari ini tiba2 berganti dengan akun dengan nama Qihua Zhou dan alamat email saya cek masih punya saya serta noner hp;negatif
3;Dengan aplikasi Linkedin selalu mengupdate informasi2 terbaru dan sahabat2 baru setiap hari. Linkedin sangat bermanfaat untuk membangun hubungan relasi dan pertemanan.;positif
1;Ini LinkedIn nya bagaimana sih belum apa-apa sudah log out, terus verivikasi terus, udah verifikasi gagal sudah upload yang diminta juga gak bisa.... Kok makin aneh;negatif
